tick,n_agents,mean_knowledge,std_knowledge,median_knowledge,max_knowledge,mean_visited,std_visited,max_visited,mean_reward,std_reward,mean_energy,unique_locations_occupied,earth_proxy_resolves
891,45,117.52488888888888,107.97801785800299,71.5,592.93,99.15555555555555,91.2856214929713,496,0.034666666666666665,0.19464224047666984,54.777777777777764,45,2
892,45,117.52488888888888,107.97801785800299,71.5,592.93,99.15555555555555,91.2856214929713,496,0.034666666666666665,0.19464224047666984,54.777777777777764,45,2
893,45,117.52488888888888,107.97801785800299,71.5,592.93,99.15555555555555,91.2856214929713,496,0.034666666666666665,0.19464224047666984,54.777777777777764,45,3
894,45,117.52488888888888,107.97801785800299,71.5,592.93,99.15555555555555,91.2856214929713,496,0.034666666666666665,0.19464224047666984,54.777777777777764,45,3
895,45,117.52488888888888,107.97801785800299,71.5,592.93,99.15555555555555,91.2856214929713,496,0.034666666666666665,0.19464224047666984,54.777777777777764,45,3
896,45,117.55177777777777,108.09648645310436,71.5,594.14,99.17777777777778,91.38229560816079,497,0.05666222222222223,0.23514771649505653,54.755555555555546,45,4
897,45,117.60555555555555,108.29533821002958,71.5,595.35,99.22222222222223,91.54474046155158,498,0.0779311111111111,0.26568525976109586,54.7111111111111,45,4
898,45,117.65866666666665,108.49319740272506,71.5,596.56,99.26666666666667,91.70736066423459,499,0.05550666666666666,0.23347940989398705,54.64444444444443,45,4
899,45,117.78488888888889,108.63716167177218,71.5,596.5,99.37777777777778,91.8451084740896,499,0.09860444444444444,0.29441556114939577,54.64444444444443,45,5
900,45,117.78488888888889,108.63716167177218,71.5,596.5,99.37777777777778,91.8451084740896,499,0.09860444444444444,0.29441556114939577,54.64444444444443,45,5
901,45,117.78488888888889,108.63716167177218,71.5,596.5,99.37777777777778,91.8451084740896,499,0.09860444444444444,0.29441556114939577,54.64444444444443,45,5
902,45,117.86155555555554,108.83773700035307,71.5,597.72,99.44444444444444,92.01559180814124,500,0.08063111111111111,0.2748380620755286,54.777777777777764,45,6
903,45,117.86,108.8308789309766,71.5,597.65,99.44444444444444,92.01559180814124,500,0.056666666666666664,0.2389963002967945,54.755555555555546,45,7
904,45,117.91355555555555,109.02869186402378,71.5,598.85,99.4888888888889,92.17799742821788,501,0.10070888888888889,0.2962507750179997,54.7111111111111,45,7
905,45,117.91244444444443,109.02379078094336,71.5,598.8,99.4888888888889,92.17799742821788,501,0.07944222222222222,0.27114399986304033,54.777777777777764,45,7
905,45,117.91244444444443,109.02379078094336,71.5,598.8,99.4888888888889,92.17799742821788,501,0.07944222222222222,0.27114399986304033,54.777777777777764,45,8
