tick,n_agents,mean_knowledge,std_knowledge,median_knowledge,max_knowledge,mean_visited,std_visited,max_visited,mean_reward,std_reward,mean_energy,unique_locations_occupied,earth_proxy_resolves
934,45,119.11133333333333,111.61160347084586,71.5,611.64,100.53333333333333,94.42730301960106,512,0.07481333333333333,0.2769699531236797,54.97777777777777,45,18
935,45,119.16111111111111,111.6872756150896,71.5,611.61,100.57777777777778,94.50090861147876,512,0.10115333333333333,0.3109516151000559,55.222222222222214,45,18
936,45,119.16111111111111,111.6872756150896,71.5,611.61,100.57777777777778,94.50090861147876,512,0.10115333333333333,0.3109516151000559,55.222222222222214,45,18
937,45,119.16111111111111,111.6872756150896,71.5,611.61,100.57777777777778,94.50090861147876,512,0.10115333333333333,0.3109516151000559,55.222222222222214,45,19
938,45,119.24111111111112,111.9338264873437,71.5,612.82,100.64444444444445,94.70613157565191,513,0.14649111111111113,0.35788724967026037,55.155555555555544,45,20
939,45,119.26622222222221,112.04686555760472,71.5,614.02,100.66666666666667,94.80295354048837,514,0.12111111111111111,0.3327134123617984,55.1111111111111,45,20
940,45,119.29222222222221,112.12413398429614,71.5,613.99,100.68888888888888,94.8685224044829,514,0.09996222222222223,0.3112863878159567,55.04444444444444,45,21
941,45,119.29177777777778,112.12217309284424,71.5,613.97,100.68888888888888,94.8685224044829,514,0.10040666666666667,0.3110525967670991,55.1111111111111,45,21
942,45,119.29177777777778,112.12217309284424,71.5,613.97,100.68888888888888,94.8685224044829,514,0.10040666666666667,0.3110525967670991,55.1111111111111,45,22
943,45,119.29177777777778,112.12217309284424,71.5,613.97,100.68888888888888,94.8685224044829,514,0.10040666666666667,0.3110525967670991,55.1111111111111,45,22
944,45,119.42244444444445,112.34206502474791,71.5,613.92,100.8,95.06129017054676,514,0.16571111111111111,0.37166503929223516,54.97777777777777,45,23
945,45,119.44911111111111,112.45952189955523,71.5,615.12,100.82222222222222,95.15794796930206,515,0.1882777777777778,0.38558532411496105,54.95555555555555,45,23
946,45,119.44911111111111,112.45952189955523,71.5,615.12,100.82222222222222,95.15794796930206,515,0.1882777777777778,0.38558532411496105,54.95555555555555,45,24
947,45,119.47511111111112,112.57546597968496,71.5,616.33,100.84444444444445,95.25473579490956,516,0.1669288888888889,0.3702501308408335,54.99999999999999,45,24
948,45,119.49666666666666,112.60944079230461,71.5,616.27,100.86666666666666,95.29780223652124,516,0.12035111111111113,0.33002473484555145,55.08888888888888,45,24
949,45,119.49666666666666,112.60944079230461,71.5,616.27,100.86666666666666,95.29780223652124,516,0.12035111111111113,0.33002473484555145,55.08888888888888,45,25
950,45,119.49666666666666,112.60944079230461,71.5,616.27,100.86666666666666,95.29780223652124,516,0.12035111111111113,0.33002473484555145,55.08888888888888,45,25
951,45,119.62755555555555,112.94179181538222,71.5,617.48,100.97777777777777,95.57742385426218,517,0.16340666666666667,0.36837058719598,54.95555555555555,45,26
952,45,119.62755555555555,112.94179181538222,71.5,617.48,100.97777777777777,95.57742385426218,517,0.16340666666666667,0.36837058719598,54.95555555555555,45,26
953,45,119.70377777777777,113.11451941950766,71.5,617.45,101.04444444444445,95.72970177781363,517,0.12108,0.3295258240428376,54.99999999999999,45,26
954,45,119.78355555555554,113.36415667427308,71.5,618.67,101.11111111111111,95.93544640300169,518,0.12054222222222223,0.3286988162023702,54.99999999999999,45,26
