tick,n_agents,mean_knowledge,std_knowledge,median_knowledge,max_knowledge,mean_visited,std_visited,max_visited,mean_reward,std_reward,mean_energy,unique_locations_occupied,earth_proxy_resolves
1007,45,122.4951111111111,118.90937095344172,71.5,642.05,103.44444444444444,100.7415958569372,538,0.162,0.37027783862631825,54.95555555555555,45,46
1008,45,122.4951111111111,118.90937095344172,71.5,642.05,103.44444444444444,100.7415958569372,538,0.162,0.37027783862631825,54.95555555555555,45,46
1009,45,122.52222222222223,119.02790539083004,71.5,643.27,103.46666666666667,100.83751506480336,539,0.16170666666666667,0.36963048539498644,54.93333333333332,45,46
1010,45,122.52222222222223,119.02790539083004,71.5,643.27,103.46666666666667,100.83751506480336,539,0.16170666666666667,0.36963048539498644,54.93333333333332,45,46
1011,45,122.57333333333332,119.1507395976486,71.5,643.21,103.5111111111111,100.94786822298643,539,0.16122000000000003,0.36666137305269686,54.95555555555555,45,47
1012,45,122.60044444444443,119.26928005252196,71.5,644.43,103.53333333333333,101.04379688476126,540,0.18300444444444447,0.38404568822851476,54.93333333333332,45,48
1013,45,122.60044444444443,119.26928005252196,71.5,644.43,103.53333333333333,101.04379688476126,540,0.18300444444444447,0.38404568822851476,54.93333333333332,45,48
1015,45,122.64888888888889,119.422852888795,71.5,645.57,103.57777777777778,101.18376876618304,541,0.13742222222222222,0.349240955908597,54.97777777777777,45,50
1016,45,122.70022222222222,119.58592435732169,71.5,646.78,103.62222222222222,101.32484369895315,542,0.18148666666666666,0.3840891294709832,54.911111111111104,45,50
1018,45,122.80466666666665,119.8778957217162,71.5,647.92,103.71111111111111,101.57528619419242,543,0.18367555555555554,0.388481337836084,54.88888888888888,45,51
1020,45,122.95355555555555,120.13021015465871,71.5,649.07,103.84444444444445,101.80656070445134,544,0.13812444444444444,0.35497325918412853,54.844444444444434,45,52
