tick,n_agents,mean_knowledge,std_knowledge,median_knowledge,max_knowledge,mean_visited,std_visited,max_visited,mean_reward,std_reward,mean_energy,unique_locations_occupied,earth_proxy_resolves
589,45,101.89177777777776,74.17266996793927,71.5,428.23,85.77777777777777,62.48907064933262,357,0.25376444444444446,0.43744568585041016,55.911111111111104,45,92
590,45,101.91555555555557,74.21432028795029,71.5,428.18,85.8,62.53411513370566,357,0.2541933333333333,0.4325942288616949,56.02222222222221,45,92
592,45,102.06911111111113,74.36786898242853,71.5,428.06,85.93333333333334,62.683827437563366,357,0.24894222222222223,0.4287299935021984,55.86666666666666,45,93
595,45,102.65111111111112,75.00483576179819,71.5,430.48,86.42222222222222,63.21163355968544,359,0.3152622222222222,0.4540198181131593,55.466666666666654,45,95
598,45,102.80911111111111,75.5308451435489,71.5,432.85,86.55555555555556,63.65027906216404,361,0.2928444444444444,0.44930683233203444,55.444444444444436,45,96
600,45,103.04711111111111,76.15381060348918,71.5,435.27,86.75555555555556,64.17412270293501,363,0.3613,0.4663039661946797,55.24444444444443,45,97
602,45,103.3342222222222,76.64912351427232,71.5,437.69,87.0,64.59377334972432,365,0.29515111111111114,0.4519822516782034,55.17777777777777,45,98
603,45,103.38822222222221,76.8499720028544,71.5,438.9,87.04444444444445,64.7569663538837,366,0.29730666666666666,0.4550880063362591,55.133333333333326,45,98
604,45,103.43933333333334,77.01234987252947,71.5,440.12,87.08888888888889,64.89815002404313,367,0.2960266666666667,0.4562183636033175,55.066666666666656,45,99
605,45,103.46444444444444,77.12456059462238,71.5,441.33,87.11111111111111,64.99409279900316,368,0.2943488888888889,0.4541861902212068,55.02222222222221,45,99
606,45,103.51822222222222,77.32585272120656,71.5,442.55,87.15555555555555,65.1575715922752,369,0.29708666666666667,0.4542695971923867,55.04444444444444,45,100
608,45,103.56777777777778,77.39341401462728,71.5,442.49,87.2,65.22494410371951,369,0.2740666666666667,0.4442793645644346,55.19999999999999,45,101
612,45,103.67466666666665,77.75822444817868,71.5,444.92,87.28888888888889,65.5237436938269,371,0.31956666666666667,0.46325537953343465,55.08888888888888,45,103
614,45,103.956,78.1317500806597,71.5,446.07,87.53333333333333,65.8582990636378,372,0.27005555555555555,0.43641248966522767,55.222222222222214,45,103
616,45,104.39933333333332,78.53437711247506,71.5,448.48,87.91111111111111,66.19896683390567,374,0.28889333333333334,0.4451531938058579,55.04444444444444,45,104
