tick,n_agents,mean_knowledge,std_knowledge,median_knowledge,max_knowledge,mean_visited,std_visited,max_visited,mean_reward,std_reward,mean_energy,unique_locations_occupied,earth_proxy_resolves
621,45,104.52488888888888,78.93289033158969,71.5,450.86,88.02222222222223,66.54204648654326,376,0.24553333333333335,0.42930872341474724,55.33333333333332,45,106
624,45,104.57622222222223,79.08966948383164,71.5,452.03,88.06666666666666,66.67746579200836,377,0.24841555555555553,0.4309031548609686,55.57777777777777,45,107
626,45,104.68200000000002,79.38382089849571,71.5,453.24,88.15555555555555,66.92481869997626,378,0.2906444444444444,0.4476399945171991,55.48888888888888,45,108
628,45,104.97422222222221,80.04679210697508,71.5,455.66,88.4,67.47786468333317,380,0.33449999999999996,0.46313131231265764,55.222222222222214,45,109
632,45,105.3311111111111,80.75992582194112,71.5,460.49,88.71111111111111,68.08511738901933,384,0.19785111111111112,0.40211700266477024,55.26666666666666,45,110
635,45,105.45755555555556,81.08211018345827,71.5,461.65,88.82222222222222,68.35895093431077,385,0.1532488888888889,0.3722918464635102,55.42222222222221,45,111
639,45,105.85,81.67364318500255,71.5,462.8,89.15555555555555,68.86507115142884,386,0.29024666666666665,0.4491058700227475,55.3111111111111,45,113
641,45,105.95577777777778,81.96833536294878,71.5,464.01,89.24444444444444,69.1128402784752,387,0.3120355555555555,0.45607461093093365,55.222222222222214,45,113
642,45,106.00266666666667,82.11066630942523,71.5,465.23,89.28888888888889,69.23795433855375,388,0.1982977777777778,0.4038249540959762,55.42222222222221,45,114
646,45,106.21044444444443,82.6270855767864,71.5,467.6,89.46666666666667,69.67818086667367,390,0.19952444444444445,0.4080439574117559,55.466666666666654,45,115
648,45,106.31622222222221,82.9059704669195,71.5,468.81,89.55555555555556,69.90995972775126,391,0.26478666666666667,0.43840606372529917,55.35555555555555,45,116
651,45,106.44711111111111,83.2106548098051,71.5,470.03,89.66666666666667,70.16393502204517,392,0.24440000000000003,0.43038137919240377,55.35555555555555,45,117
652,45,106.73155555555556,83.67680283767898,71.5,472.45,89.91111111111111,70.55835165063255,394,0.2435022222222222,0.42946430636259647,55.1111111111111,45,118
655,45,106.80422222222221,83.87716146547983,71.5,473.6,89.97777777777777,70.73942445934591,395,0.2236777777777778,0.4166069737981879,55.28888888888888,45,118
658,45,106.88533333333334,84.19553713693962,71.5,476.03,90.04444444444445,70.99763863226737,397,0.24690666666666666,0.4295087102466931,55.3111111111111,45,120
