tick,n_agents,mean_knowledge,std_knowledge,median_knowledge,max_knowledge,mean_visited,std_visited,max_visited,mean_reward,std_reward,mean_energy,unique_locations_occupied,earth_proxy_resolves
906,45,117.91244444444443,109.02379078094336,71.5,598.8,99.4888888888889,92.17799742821788,501,0.07944222222222222,0.27114399986304033,54.777777777777764,45,8
907,45,117.91244444444443,109.02379078094336,71.5,598.8,99.4888888888889,92.17799742821788,501,0.07944222222222222,0.27114399986304033,54.777777777777764,45,8
908,45,117.91244444444443,109.02379078094336,71.5,598.8,99.4888888888889,92.17799742821788,501,0.07944222222222222,0.27114399986304033,54.777777777777764,45,8
909,45,117.96622222222221,109.22247199157606,71.5,600.0,99.53333333333333,92.34057733316499,502,0.10060000000000001,0.2959233301605897,54.73333333333332,45,8
910,45,118.04422222222222,109.46798603526642,71.5,601.2,99.6,92.54630072443616,503,0.07563555555555555,0.2703769386579127,54.62222222222221,45,8
911,45,118.19466666666668,109.49534335303946,71.5,601.14,99.73333333333333,92.5825517518765,503,0.11805999999999998,0.3265687080334958,54.7111111111111,45,9
912,45,118.19399999999999,109.49240297136805,71.5,601.11,99.73333333333333,92.5825517518765,503,0.11968666666666665,0.325526129758512,54.777777777777764,45,9
913,45,118.19399999999999,109.49240297136805,71.5,601.11,99.73333333333333,92.5825517518765,503,0.11968666666666665,0.325526129758512,54.777777777777764,45,10
914,45,118.19399999999999,109.49240297136805,71.5,601.11,99.73333333333333,92.5825517518765,503,0.11968666666666665,0.325526129758512,54.777777777777764,45,10
916,45,118.24777777777777,109.69268151195847,71.5,602.33,99.77777777777777,92.74526376380243,504,0.1654088888888889,0.3685607061844899,54.7111111111111,45,10
917,45,118.42622222222222,109.91840861473142,71.5,603.53,99.93333333333334,92.94021973529244,505,0.1392,0.3443016164805374,54.79999999999999,45,11
918,45,118.48044444444446,110.1192018971675,71.5,604.75,99.97777777777777,93.10292724575525,506,0.16194888888888892,0.36477459744780727,54.755555555555546,45,11
920,45,118.48044444444446,110.1192018971675,71.5,604.75,99.97777777777777,93.10292724575525,506,0.16194888888888892,0.36477459744780727,54.755555555555546,45,11
921,45,118.47711111111111,110.1073259975057,71.5,604.69,99.97777777777777,93.10292724575525,506,0.11585111111111111,0.3261511078709255,54.79999999999999,45,11
922,45,118.47711111111111,110.1073259975057,71.5,604.69,99.97777777777777,93.10292724575525,506,0.11585111111111111,0.3261511078709255,54.79999999999999,45,11
922,45,118.47711111111111,110.1073259975057,71.5,604.69,99.97777777777777,93.10292724575525,506,0.11585111111111111,0.3261511078709255,54.79999999999999,45,12
